1.000000 0.062832 2408.145900 0.030262
1.000000 0.125664 3705.683600 0.372536
1.000000 0.188496 1528.528200 0.518617
1.000000 0.251327 1235.553500 0.993691
1.000000 0.314159 892.645060 1.402164
1.000000 0.376991 674.442860 1.830665
1.000000 0.439823 563.531060 2.428968
1.000000 0.502655 506.986900 3.261944
1.000000 0.565487 427.967520 3.920561
1.000000 0.628319 405.042670 5.089916
1.000000 0.691150 362.587850 6.064586
1.000000 0.753982 325.781300 7.074240
1.000000 0.816814 318.361670 8.789430
1.000000 0.879646 299.860180 10.339815
1.000000 0.942478 280.144840 11.881363
1.000000 1.005310 265.195690 13.650114
1.000000 1.068142 251.630890 15.535333
1.000000 1.130973 224.336460 16.440963
1.000000 1.193805 222.198470 19.151894
1.000000 1.256637 199.263910 20.032194
1.000000 1.319469 198.688750 23.122832
1.000000 1.382301 193.245110 25.857493
1.000000 1.445133 181.240200 27.710726
1.000000 1.507964 170.277810 29.580237
1.000000 1.570796 165.229420 32.442720
1.000000 1.633628 157.957690 34.887567
1.000000 1.696460 148.714390 36.783594
1.000000 1.759292 141.271860 38.970827
1.000000 1.822124 137.056340 42.005192
1.000000 1.884956 133.272190 45.218187
1.000000 1.947787 126.524950 47.366481
1.000000 2.010619 123.942150 51.036257
1.000000 2.073451 117.426970 53.029745
1.000000 2.136283 112.593100 55.610704
1.000000 2.199115 105.459330 56.819707
1.000000 2.261947 103.825680 60.872644
1.000000 2.324779 99.696561 63.459291
1.000000 2.387610 99.128626 68.353340
1.000000 2.450442 93.438039 69.651007
1.000000 2.513274 91.317026 73.441510
1.000000 2.576106 85.875990 74.376064
1.000000 2.638938 84.088181 78.287548
1.000000 2.701770 80.427169 80.355945
1.000000 2.764601 78.168933 83.676225
1.000000 2.827433 75.823709 86.826527
1.000000 2.890265 72.810780 89.059252
1.000000 2.953097 71.831486 93.716981
1.000000 3.015929 68.866551 95.706605
1.000000 3.078761 66.949363 98.979340
1.000000 3.141593 64.464523 101.260640
1.000000 3.204425 63.450910 105.768960
1.000000 3.267256 60.349284 106.633100
1.000000 3.330088 58.727789 109.870500
1.000000 3.392920 57.161647 113.108670
1.000000 3.455752 55.527347 116.092690
1.000000 3.518584 53.278906 117.578860
1.000000 3.581416 52.405241 121.957680
1.000000 3.644248 50.326916 123.394030
1.000000 3.707079 49.501309 127.756380
1.000000 3.769911 48.488219 131.613320
1.000000 3.832743 47.488419 135.452520
1.000000 3.895575 45.928027 137.550670
1.000000 3.958407 44.727002 140.540440
1.000000 4.021239 43.292234 142.613220
1.000000 4.146902 40.712554 147.085550
1.000000 4.272566 39.823901 157.354950
1.000000 4.398230 37.336534 160.930360
1.000000 4.523893 34.774024 163.103130
1.000000 4.649557 33.399050 170.074470
1.000000 4.775221 31.953397 176.265650
1.000000 4.900885 30.641855 182.729530
1.000000 5.026548 29.666043 190.870780
1.000000 5.152212 28.248330 195.724050
1.000000 5.277876 26.141422 194.704920
1.000000 5.403539 25.417796 203.162290
1.000000 5.529203 24.669390 211.259520
1.000000 5.654867 23.847850 218.467390
1.000000 5.780531 22.799654 223.101040
1.000000 5.906194 21.663546 226.111670
1.000000 6.031858 20.805008 231.308430
1.000000 6.157522 20.057083 237.222490
1.000000 6.283185 19.213989 241.450110
1.000000 6.408849 18.430764 245.784060
1.000000 6.534513 17.715606 250.418200
1.000000 6.660176 17.351387 259.693850
1.000000 6.785840 16.661130 263.745810
1.000000 6.911504 15.993056 267.497290
1.000000 7.037167 15.317426 270.426800
1.000000 7.162831 14.950674 278.346130
1.000000 7.288495 14.413089 282.709820
1.000000 7.414159 14.007640 289.215040
1.000000 7.539822 13.476892 292.646510
1.000000 7.665486 12.950027 295.501730
1.000000 7.791150 12.563874 301.022180
1.000000 7.916813 12.266620 308.351740
1.000000 8.042477 11.930076 314.400310
1.000000 8.293805 11.100528 320.830240
1.000000 8.545132 10.428975 329.661480
1.000000 8.796459 10.052191 346.620860
1.000000 9.047787 9.567238 358.991300
1.000000 9.299114 8.908905 362.927040
1.000000 9.550442 8.443371 372.611690
1.000000 9.801769 8.004608 381.877210
1.000000 10.053096 7.522900 387.217590
1.000000 10.304424 7.223848 400.414710
1.000000 10.555751 6.846795 407.967000
1.000000 10.807079 6.507197 416.091780
1.000000 11.058406 6.095355 417.586930
1.000000 11.309734 5.974412 437.847180
1.000000 11.561061 5.677746 444.466810
1.000000 11.812388 5.513628 460.384690
1.000000 12.063716 5.239435 466.012980
1.000000 12.315043 5.051354 477.953710
1.000000 12.566371 4.783273 480.867070
1.000000 12.817698 4.626669 493.592790
1.000000 13.069025 4.407660 498.434300
1.000000 13.320353 4.246066 508.398420
1.000000 13.571680 4.125492 522.452540
1.000000 13.823008 3.920291 524.561250
1.000000 14.074335 3.830098 540.958260
1.000000 14.325663 3.623320 539.661110
1.000000 14.576990 3.540552 555.577670
1.000000 14.828317 3.387584 559.546270
1.000000 15.079645 3.288012 571.185340
1.000000 15.330972 3.151005 575.212620
1.000000 15.582300 3.030572 580.884040
1.000000 15.833627 2.910003 585.200730
1.000000 16.084954 2.822408 595.044750
1.000000 16.587609 2.690566 622.107360
1.000000 17.090264 2.529083 639.557520
1.000000 17.592919 2.281494 629.366030
1.000000 18.095574 2.163124 649.334940
1.000000 18.598229 2.053569 669.259020
1.000000 19.100883 1.927405 680.461660
1.000000 19.603538 1.836144 700.777980
1.000000 20.106193 1.690070 695.928110
1.000000 20.608848 1.638555 726.594880
1.000000 21.111503 1.522019 725.517450
1.000000 21.614157 1.465698 749.772750
1.000000 22.116812 1.363950 747.543190
1.000000 22.619467 1.319051 773.355160
1.000000 23.122122 1.268023 794.109620
1.000000 23.624777 1.201913 802.872170
1.000000 24.127432 1.131118 804.843890
1.000000 24.630086 1.079758 817.324730
1.000000 25.132741 1.019365 819.821560
1.000000 25.635396 0.980247 836.615860
1.000000 26.138051 0.950377 859.776550
1.000000 26.640706 0.903181 865.131250
1.000000 27.143361 0.860084 871.369200
1.000000 27.646015 0.829346 887.776680
1.000000 28.148670 0.791104 893.876280
1.000000 28.651325 0.758774 904.100840
1.000000 29.153980 0.724594 909.617070
1.000000 29.656635 0.702100 927.758660
1.000000 30.159289 0.672428 934.500320
1.000000 30.661944 0.649068 947.892880
1.000000 31.164599 0.619207 949.491010
1.000000 31.667254 0.604409 972.372090
1.000000 32.169909 0.575039 969.877600
1.000000 33.175218 0.535218 990.015730
1.000000 34.180528 0.492459 996.269480
1.000000 35.185838 0.458219 1011.223000
1.000000 36.191147 0.426211 1023.533100
1.000000 37.196457 0.410466 1070.168800
1.000000 38.201767 0.387476 1094.374400
1.000000 39.207076 0.355961 1086.841200
1.000000 40.212386 0.341169 1123.878700
1.000000 41.217696 0.312567 1108.828700
1.000000 42.223005 0.291130 1110.207300
1.000000 43.228315 0.280518 1147.983600
1.000000 44.233625 0.261605 1147.027000
1.000000 45.238934 0.248915 1167.506300
1.000000 46.244244 0.233588 1170.289600
1.000000 47.249554 0.223970 1196.886600
1.000000 48.254863 0.208219 1185.261600
1.000000 49.260173 0.201631 1221.001400
1.000000 50.265482 0.191039 1229.140000
1.000000 51.270792 0.182741 1247.717900
1.000000 52.276102 0.172483 1248.322400
1.000000 53.281411 0.163022 1249.233000
1.000000 54.286721 0.154432 1251.664200
1.000000 55.292031 0.148482 1271.541100
1.000000 56.297340 0.143162 1294.078900
1.000000 57.302650 0.137005 1305.962800
1.000000 58.307960 0.130070 1306.265500
1.000000 59.313269 0.123393 1304.418500
1.000000 60.318579 0.121215 1347.662600
1.000000 61.323889 0.115347 1347.614400
1.000000 62.329198 0.108530 1331.359400
1.000000 63.334508 0.104150 1340.454900
1.000000 64.339818 0.100137 1351.155200
1.000000 66.350437 0.093169 1378.710100
1.000000 68.361056 0.084017 1359.757800
1.000000 70.371675 0.078758 1390.466500
1.000000 72.382295 0.073909 1419.930700
1.000000 74.392914 0.067728 1412.638000
1.000000 76.403533 0.062262 1406.815400
1.000000 78.414153 0.058712 1434.101700
1.000000 80.424772 0.054903 1446.884500
1.000000 82.435391 0.051822 1470.705800
1.000000 84.446011 0.047771 1457.363900
1.000000 86.456630 0.044054 1442.296900
1.000000 88.467249 0.042809 1501.594800
1.000000 90.477868 0.039312 1475.102100
1.000000 92.488488 0.036771 1473.789600
1.000000 94.499107 0.034733 1484.897200
1.000000 96.509726 0.032320 1471.838300
1.000000 98.520346 0.030256 1465.734900
1.000000 100.530960 0.028532 1468.593500
1.000000 102.541580 0.026987 1474.066300
1.000000 104.552200 0.025788 1493.068200
1.000000 106.562820 0.024089 1476.777400
1.000000 108.573440 0.022822 1479.754900
1.000000 110.584060 0.021586 1478.816900
1.000000 112.594680 0.020572 1487.643800
1.000000 114.605300 0.019460 1483.982700
1.000000 116.615920 0.018156 1458.663900
1.000000 118.626540 0.017273 1460.805000
1.000000 120.637160 0.016311 1450.724700
1.000000 122.647780 0.015402 1439.514800
1.000000 124.658400 0.014612 1433.971900
1.000000 126.669020 0.013786 1419.497600
1.000000 128.679640 0.013066 1410.414800
1.000000 132.700870 0.011961 1415.933300
1.000000 136.722110 0.010886 1409.462300
1.000000 140.743350 0.010084 1424.207700
1.000000 144.764590 0.008958 1376.832600
1.000000 148.785830 0.008375 1397.510600
1.000000 152.807070 0.007434 1343.727900
1.000000 156.828310 0.006670 1303.358400
1.000000 160.849540 0.006255 1318.728600
1.000000 164.870780 0.005516 1252.397800
1.000000 168.892020 0.004923 1201.468200
1.000000 172.913260 0.004837 1266.923200
1.000000 176.934500 0.004455 1250.135100
1.000000 180.955740 0.004215 1265.248200
1.000000 184.976980 0.003758 1204.854900
1.000000 188.998210 0.003391 1159.606300
1.000000 193.019450 0.003292 1199.146600
1.000000 197.040690 0.002996 1161.274500
1.000000 201.061930 0.002600 1070.460500
1.000000 205.083170 0.002486 1086.480300
1.000000 209.104410 0.002352 1089.565300
1.000000 213.125650 0.002297 1126.682800
1.000000 217.146880 0.002064 1070.734400
1.000000 221.168120 0.001942 1064.213500
1.000000 225.189360 0.001744 1009.203300
1.000000 229.210600 0.001797 1096.318100
1.000000 233.231840 0.001451 932.861480
1.000000 237.253080 0.001485 1004.368700
1.000000 241.274320 0.001379 981.051210
1.000000 245.295550 0.001406 1051.293600
1.000000 249.316790 0.001268 995.194330
1.000000 253.338030 0.001190 980.300780
1.000000 257.359270 0.001092 943.392640
1.000000 265.401750 0.000941 891.421190
1.000000 273.444220 0.000768 795.592600
1.000000 281.486700 0.000940 1062.449500
1.000000 289.529180 0.000575 706.542280
1.000000 297.571660 0.000594 793.583610
1.000000 305.614130 0.000492 710.792500
1.000000 313.656610 0.000489 764.810380
1.000000 321.699090 0.000466 785.706650
1.000000 329.741560 0.000466 845.818190
1.000000 337.784040 0.000498 972.065360
1.000000 345.826520 0.000316 662.610400
1.000000 353.869000 0.000171 384.710200
1.000000 361.911470 0.000467 1122.276500
1.000000 369.953950 0.000186 477.652680
1.000000 377.996430 0.000300 821.563900
1.000000 386.038910 0.000180 525.614230
1.000000 394.081380 0.000317 984.003470
1.000000 402.123860 0.000221 726.476510
1.000000 410.166340 0.000229 799.857300
1.000000 418.208810 0.000220 815.332340
1.000000 426.251290 0.000208 817.253900
1.000000 434.293770 0.000158 654.820050
1.000000 442.336250 0.000164 719.313640
1.000000 450.378720 0.000147 679.586560
1.000000 458.421200 0.000145 706.641420
1.000000 466.463680 0.000037 189.416730
1.000000 474.506150 0.000144 777.630530
1.000000 482.548630 0.000149 850.885660
1.000000 490.591110 0.000071 426.643320
1.000000 498.633590 0.000095 594.066240
1.000000 506.676060 0.000072 474.746470
1.000000 514.718540 0.000099 683.080830
0.888889 0.062832 2162.122900 0.027170
0.888889 0.125664 3335.266600 0.335298
0.888889 0.188496 1358.229100 0.460836
0.888889 0.251327 1083.877800 0.871706
0.888889 0.314159 779.638750 1.224654
0.888889 0.376991 588.156280 1.596454
0.888889 0.439823 486.516070 2.097013
0.888889 0.502655 433.186010 2.787111
0.888889 0.565487 364.016770 3.334716
0.888889 0.628319 340.541860 4.279375
0.888889 0.691150 304.700360 5.096369
0.888889 0.753982 275.251970 5.977011
0.888889 0.816814 266.081880 7.346073
0.888889 0.879646 250.313040 8.631324
0.888889 0.942478 233.520500 9.903955
0.888889 1.005310 218.223770 11.232382
0.888889 1.068142 205.819760 12.707020
0.888889 1.130973 182.682030 13.388231
0.888889 1.193805 182.993160 15.772681
0.888889 1.256637 163.171730 16.403811
0.888889 1.319469 162.998620 18.969316
0.888889 1.382301 159.389410 21.327373
0.888889 1.445133 150.445760 23.002409
0.888889 1.507964 140.091400 24.336329
0.888889 1.570796 135.982090 26.700022
0.888889 1.633628 130.030170 28.719313
0.888889 1.696460 121.629810 30.084389
0.888889 1.759292 116.867880 32.238819
0.888889 1.822124 112.110870 34.359876
0.888889 1.884956 109.446980 37.134487
0.888889 1.947787 104.573960 39.148803
0.888889 2.010619 100.627640 41.435930
0.888889 2.073451 96.549205 43.601395
0.888889 2.136283 92.310045 45.592728
0.888889 2.199115 87.661992 47.230803
0.888889 2.261947 87.179625 51.113117
0.888889 2.324779 82.988366 52.824118
0.888889 2.387610 81.923557 56.489724
0.888889 2.450442 77.078179 57.455966
0.888889 2.513274 75.222903 60.497848
0.888889 2.576106 70.285164 60.873055
0.888889 2.638938 68.692357 63.953771
